time_s,vx_est,vy_est,vz_est,vx_gt,vy_gt,vz_gt,err_vx,err_vy,err_vz,speed_est,speed_gt,speed_err
19.9014,-6.26304,-2.22784,-0.37278,-5.89434,-2.62307,-0.10224,-0.36870,0.39523,-0.27054,6.65792,6.45246,0.20546
20.0017,-6.32751,-2.47385,0.16759,-5.96327,-2.51350,-0.08754,-0.36424,0.03966,0.25514,6.79599,6.47194,0.32405
20.1020,-6.92897,-2.55608,0.21045,-6.04332,-2.44371,-0.10725,-0.88565,-0.11238,0.31770,7.38840,6.51958,0.86882
20.2023,-7.47645,-3.14984,-0.05160,-6.08780,-2.41499,-0.12210,-1.38865,-0.73484,0.07051,8.11304,6.55045,1.56259
20.3024,-6.22193,-2.79258,-0.07797,-6.16817,-2.48050,-0.16067,-0.05376,-0.31208,0.08270,6.82034,6.65019,0.17015
20.4024,-7.50622,-3.26892,-0.12311,-6.23782,-2.49035,-0.19296,-1.26840,-0.77857,0.06985,8.18806,6.71934,1.46872
20.5023,-6.63805,-2.69704,0.09778,-6.15369,-2.56353,-0.09276,-0.48435,-0.13351,0.19055,7.16570,6.66695,0.49875
20.6023,-7.29345,-2.99280,0.34456,-6.21222,-2.63285,-0.11610,-1.08123,-0.35995,0.46066,7.89114,6.74812,1.14302
20.7023,-7.40057,-2.41816,-0.06403,-6.37668,-3.41856,-0.33571,-1.02389,1.00040,0.27168,7.78588,7.24301,0.54287
20.8022,-6.15912,-2.50383,0.33757,-6.04637,-2.68936,0.00897,-0.11275,0.18553,0.32860,6.65717,6.61750,0.03967
20.9022,-6.59123,-2.70886,-0.00376,-6.12635,-2.50853,0.10094,-0.46488,-0.20033,-0.10470,7.12617,6.62080,0.50536
21.0021,-6.37492,-2.67288,0.05000,-6.25039,-2.62726,0.06323,-0.12453,-0.04562,-0.01323,6.91277,6.78041,0.13236
21.1020,-6.34185,-2.84038,-0.13072,-6.24663,-2.64887,-0.03133,-0.09522,-0.19151,-0.09939,6.95010,6.78512,0.16498
21.2018,-6.36492,-3.32496,-0.27110,-6.32757,-2.79101,-0.10898,-0.03735,-0.53395,-0.16212,7.18617,6.91663,0.26955
21.3017,-6.46636,-3.32842,-0.35513,-6.51305,-2.65126,-0.01854,0.04669,-0.67716,-0.33658,7.28137,7.03203,0.24934
21.4016,-6.35872,-3.43525,-0.24499,-6.45015,-2.53080,0.08998,0.09143,-0.90445,-0.33497,7.23148,6.92947,0.30201
21.5015,-6.09146,-3.75664,-0.31722,-6.44723,-2.38409,0.04834,0.35576,-1.37255,-0.36556,7.16372,6.87408,0.28964
21.6014,-5.77280,-3.84853,-0.46774,-6.33761,-2.43380,0.01162,0.56482,-1.41473,-0.47936,6.95379,6.78888,0.16491
21.7013,-6.20700,-3.81406,-0.55236,-6.54787,-3.06873,-0.14805,0.34087,-0.74533,-0.40431,7.30609,7.23281,0.07328
21.8012,-6.07000,-3.75432,-0.49886,-6.42551,-2.54473,-0.05555,0.35551,-1.20959,-0.44331,7.15462,6.91129,0.24334
21.9012,-6.22766,-3.94765,-0.45021,-6.47317,-2.66660,-0.05922,0.24551,-1.28105,-0.39099,7.38718,7.00115,0.38602
22.0011,-6.34124,-3.96458,-0.32394,-6.43457,-2.85154,-0.07879,0.09333,-1.11304,-0.24514,7.48560,7.03855,0.44705
22.1011,-6.52362,-4.24980,-0.59851,-6.35519,-3.12825,-0.05273,-0.16843,-1.12155,-0.54578,7.80875,7.08358,0.72517
22.2010,-6.68705,-4.01589,-0.30249,-6.22060,-3.25485,-0.10088,-0.46645,-0.76104,-0.20161,7.80613,7.02141,0.78472
22.3009,-6.67443,-3.85723,-0.31758,-6.08700,-3.53907,-0.23562,-0.58743,-0.31816,-0.08196,7.71538,7.04500,0.67038
22.4008,-6.76653,-3.75502,-0.21248,-6.07056,-3.69594,-0.40927,-0.69597,-0.05908,0.19679,7.74153,7.11893,0.62260
22.5008,-7.04433,-3.93834,-0.37016,-6.13126,-3.79785,-0.47864,-0.91307,-0.14049,0.10848,8.07899,7.22808,0.85092
22.6007,-6.76629,-3.71595,-0.24794,-6.12818,-3.78329,-0.39406,-0.63811,0.06734,0.14612,7.72350,7.21271,0.51079
22.7006,-6.97053,-3.95802,-0.36525,-6.62497,-5.07221,-0.45777,-0.34555,1.11419,0.09252,8.02419,8.35626,-0.33208
22.8005,-6.86031,-4.02184,-0.39724,-6.04537,-3.78514,-0.28260,-0.81494,-0.23670,-0.11464,7.96222,7.13819,0.82403
22.9005,-6.85934,-3.81838,-0.39478,-6.04276,-3.74156,-0.33682,-0.81658,-0.07682,-0.05796,7.86043,7.11531,0.74512
23.0004,-7.10332,-4.07169,-0.17615,-6.29895,-3.67595,-0.34474,-0.80437,-0.39573,0.16859,8.18943,7.30125,0.88818
23.1004,-7.77153,-3.85972,-0.29146,-6.35880,-3.68396,-0.26489,-1.41273,-0.17576,-0.02657,8.68211,7.35365,1.32847
23.2003,-6.13929,-4.26745,-0.16251,-6.53513,-3.63070,-0.23392,0.39585,-0.63675,0.07141,7.47853,7.47962,-0.00109
23.3003,-6.63996,-4.15541,-0.15631,-6.57643,-3.61621,-0.17112,-0.06354,-0.53920,0.01481,7.83460,7.50704,0.32756
23.4002,-7.22625,-4.00081,-0.16901,-6.58776,-3.58164,-0.21140,-0.63849,-0.41917,0.04239,8.26158,7.50143,0.76015
23.5002,-7.31287,-3.64053,-0.10080,-6.67817,-3.70506,-0.28762,-0.63470,0.06453,0.18683,8.16956,7.64253,0.52703
23.6002,-7.40244,-3.51820,-0.35085,-6.62342,-3.76451,-0.26191,-0.77902,0.24631,-0.08894,8.20347,7.62298,0.58049
23.7001,-7.46963,-3.38910,-0.14804,-7.02764,-4.27903,-0.42803,-0.44199,0.88993,0.27998,8.20386,8.23900,-0.03514
23.8001,-7.61523,-2.96591,0.02697,-6.75076,-3.71188,-0.16735,-0.86447,0.74597,0.19432,8.17246,7.70576,0.46670
23.9001,-8.20922,-2.44491,-0.04460,-6.78613,-3.68081,-0.22721,-1.42308,1.23590,0.18261,8.56567,7.72344,0.84223
24.0001,-7.92394,-3.13174,-0.13827,-6.74634,-3.86996,-0.20760,-1.17760,0.73822,0.06933,8.52149,7.78028,0.74121
24.1001,-7.91275,-2.98952,0.14235,-6.71768,-3.84210,-0.12671,-1.19506,0.85258,0.26906,8.45985,7.73983,0.72001
24.2000,-8.26628,-2.95143,0.05859,-6.91112,-3.77772,-0.09835,-1.35516,0.82629,0.15694,8.77757,7.87683,0.90074
24.3000,-7.92216,-3.34891,-0.10587,-7.00567,-3.62597,-0.12633,-0.91649,0.27706,0.02046,8.60158,7.88943,0.71215
24.4000,-7.90502,-3.12645,-0.04151,-7.05923,-3.53371,-0.12676,-0.84580,0.40726,0.08525,8.50093,7.89531,0.60562
24.5000,-7.98562,-3.15376,-0.15859,-7.17995,-3.39422,-0.07673,-0.80567,0.24046,-0.08186,8.58728,7.94218,0.64510
24.6000,-8.03458,-3.29480,-0.29313,-7.26209,-3.17525,-0.08049,-0.77248,-0.11955,-0.21264,8.68885,7.92633,0.76252
24.7000,-8.02720,-3.22668,-0.16737,-7.01057,-2.72422,0.55991,-1.01662,-0.50246,-0.72729,8.65306,7.54208,1.11097
24.7999,-7.78167,-3.08013,0.04144,-7.37279,-2.83162,-0.04226,-0.40888,-0.24851,0.08370,8.36919,7.89797,0.47122
24.8999,-7.99589,-3.08548,-0.21645,-7.39928,-2.87206,-0.06567,-0.59660,-0.21341,-0.15078,8.57328,7.93741,0.63588
24.9999,-7.85060,-3.10083,-0.15344,-7.40932,-2.82163,0.01262,-0.44128,-0.27920,-0.16606,8.44219,7.92842,0.51377
25.0999,-7.79080,-3.03708,-0.15899,-7.45644,-2.82839,0.04346,-0.33435,-0.20868,-0.20245,8.36335,7.97498,0.38838
25.1999,-7.97818,-2.90873,-0.21071,-7.48817,-2.82799,0.00666,-0.49000,-0.08073,-0.21738,8.49449,8.00440,0.49010
25.2999,-7.82864,-2.98078,0.23601,-7.51738,-2.84716,-0.10934,-0.31127,-0.13362,0.34535,8.38024,8.03923,0.34101
25.3999,-7.67195,-2.85994,-0.05149,-7.55194,-2.91481,-0.10523,-0.12000,0.05487,0.05374,8.18784,8.09562,0.09222
25.4998,-8.04352,-2.71665,-0.10421,-7.42005,-2.90272,0.03271,-0.62347,0.18607,-0.13693,8.49054,7.96769,0.52285
25.5998,-7.93363,-3.02818,-0.23881,-7.38114,-2.82220,0.07377,-0.55249,-0.20598,-0.31258,8.49526,7.90262,0.59263
25.6998,-8.01065,-2.94084,-0.19846,-7.33062,-2.71735,0.55825,-0.68003,-0.22349,-0.75671,8.53571,7.83796,0.69775
25.7998,-8.21591,-2.77222,-0.15209,-7.40730,-2.87059,-0.09261,-0.80861,0.09837,-0.05949,8.67234,7.94462,0.72773
25.8998,-8.04630,-2.66857,-0.22018,-7.47989,-2.76657,0.05560,-0.56641,0.09800,-0.27578,8.48014,7.97532,0.50481
25.9998,-8.04329,-2.75373,-0.26632,-7.50920,-2.74363,0.08002,-0.53409,-0.01009,-0.34634,8.50579,7.99513,0.51067
26.0998,-8.07121,-2.80776,-0.38522,-7.38658,-2.67460,0.05241,-0.68463,-0.13316,-0.43763,8.55431,7.85607,0.69825
26.1998,-8.20104,-2.26590,0.13636,-7.38126,-2.67241,0.07661,-0.81978,0.40651,0.05974,8.50940,7.85052,0.65888
26.2998,-8.30171,-2.82931,-0.36515,-7.52428,-2.58774,0.05919,-0.77744,-0.24157,-0.42434,8.77820,7.95705,0.82115
26.3998,-8.44093,-2.45409,-0.94188,-7.55826,-2.67140,-0.09535,-0.88266,0.21730,-0.84652,8.84076,8.01703,0.82372
26.4998,-8.35004,-2.19873,-0.40385,-7.52672,-2.69886,-0.08239,-0.82332,0.50013,-0.32147,8.64411,7.99638,0.64773
26.5998,-8.34636,-2.34414,-0.06925,-7.57411,-2.56588,0.00083,-0.77224,0.22175,-0.07008,8.66957,7.99693,0.67263
26.6998,-7.93885,-1.68885,0.23143,-7.16391,-1.87873,-0.62638,-0.77493,0.18988,0.85781,8.11980,7.43261,0.68719
26.7998,-7.96399,-1.62269,0.00240,-7.52436,-2.42526,-0.23899,-0.43963,0.80257,0.24139,8.12762,7.90917,0.21845
26.8998,-8.31906,-1.41434,-0.33689,-7.56030,-2.41388,-0.22053,-0.75876,0.99953,-0.11635,8.44515,7.93937,0.50579
26.9998,-8.60380,-1.16155,-0.28032,-7.59900,-2.20882,-0.04251,-1.00481,1.04727,-0.23780,8.68638,7.91362,0.77276
27.0998,-8.43561,-0.78160,-0.11705,-7.62083,-2.27835,-0.10349,-0.81478,1.49675,-0.01355,8.47256,7.95479,0.51777
27.1998,-7.93525,-0.93830,0.23368,-7.62862,-2.35723,-0.32478,-0.30663,1.41893,0.55846,7.99395,7.99111,0.00284
27.2998,-8.22270,-0.99055,-0.02464,-7.70926,-2.16801,-0.30100,-0.51344,1.17745,0.27636,8.28219,8.01396,0.26823
27.3998,-8.28381,-1.10324,-0.28708,-7.60663,-1.89749,0.02564,-0.67718,0.79425,-0.31272,8.36188,7.83977,0.52211
27.4998,-8.54497,-1.17029,-0.34020,-7.39196,-1.70056,0.22233,-1.15301,0.53027,-0.56253,8.63144,7.58831,1.04314
27.5998,-8.42306,-1.27707,-0.17213,-7.44624,-1.59841,0.05916,-0.97682,0.32134,-0.23129,8.52106,7.61609,0.90497
27.6998,-8.26869,-1.26736,-0.14134,-7.41126,-0.66039,-0.87289,-0.85743,-0.60697,0.73155,8.36644,7.49165,0.87479
27.7998,-8.22128,-1.10878,-0.24498,-7.98671,-1.00623,-0.14715,-0.23456,-0.10255,-0.09782,8.29932,8.05119,0.24813
27.8998,-8.03877,-0.94372,-0.02856,-7.83606,-0.77183,0.10724,-0.20271,-0.17189,-0.13580,8.09403,7.87471,0.21932
27.9997,-8.06909,-0.78574,-0.12432,-7.62964,-0.85974,0.14072,-0.43945,0.07400,-0.26504,8.10821,7.67922,0.42899
28.0997,-8.17391,-0.72536,-0.24183,-7.55826,-0.89217,-0.04246,-0.61565,0.16680,-0.19937,8.20959,7.61085,0.59874
28.1997,-8.14029,-0.84349,-0.20692,-7.68554,-0.91383,-0.19090,-0.45475,0.07034,-0.01602,8.18649,7.74203,0.44446
28.2997,-8.21611,-1.00063,-0.15944,-7.75475,-0.94373,-0.10413,-0.46135,-0.05690,-0.05531,8.27835,7.81266,0.46569
28.3997,-7.99410,-0.95147,-0.27690,-7.71104,-1.06939,-0.00465,-0.28306,0.11792,-0.27225,8.05529,7.78485,0.27044
28.4997,-8.00439,-0.80302,-0.02358,-7.69511,-1.08153,-0.06109,-0.30929,0.27850,0.03751,8.04461,7.77098,0.27363
28.5997,-8.02418,-0.75841,-0.11183,-7.58676,-0.95054,-0.02658,-0.43742,0.19213,-0.08525,8.06072,7.64612,0.41460
28.6997,-8.09227,-0.62228,-0.13535,-7.38099,-0.25287,-0.79623,-0.71129,-0.36941,0.66088,8.11729,7.42811,0.68918
28.7997,-8.06949,-0.74612,-0.24342,-7.65341,-0.65172,-0.05108,-0.41608,-0.09440,-0.19235,8.10757,7.68128,0.42628
28.8997,-8.13662,-0.74816,-0.05897,-7.68691,-0.68436,-0.17045,-0.44971,-0.06380,0.11148,8.17116,7.71920,0.45196
28.9997,-8.26129,-0.75284,-0.25851,-7.74085,-0.73238,-0.17697,-0.52044,-0.02046,-0.08153,8.29955,7.77744,0.52211
29.0996,-8.17805,-0.38115,-0.22283,-7.67154,-0.88353,-0.01684,-0.50651,0.50238,-0.20599,8.18996,7.72227,0.46769
29.1996,-8.24500,-0.40136,-0.15160,-7.62149,-0.79346,-0.03334,-0.62351,0.39211,-0.11826,8.25615,7.66275,0.59340
29.2996,-8.18247,-0.54036,-0.14711,-7.49394,-0.73939,0.00280,-0.68853,0.19903,-0.14991,8.20161,7.53033,0.67128
29.3996,-8.14441,-0.63065,-0.13978,-7.53668,-0.57976,-0.06862,-0.60772,-0.05089,-0.07115,8.16998,7.55926,0.61072
29.4996,-8.28710,-0.31186,-0.26589,-7.59876,-0.51460,-0.05404,-0.68834,0.20274,-0.21185,8.29723,7.61636,0.68087
29.5996,-8.42126,-0.45866,-0.09881,-7.57375,-0.52744,-0.01796,-0.84750,0.06877,-0.08085,8.43432,7.59212,0.84220
29.6996,-8.81145,-0.37626,-0.06994,-7.50916,-0.19404,-0.78193,-1.30230,-0.18222,0.71199,8.81976,7.55225,1.26751
29.7996,-8.52863,-0.37550,-0.33828,-7.66185,-0.59974,-0.05550,-0.86678,0.22424,-0.28277,8.54359,7.68549,0.85810
29.8996,-8.24779,-0.31374,-0.16835,-7.60904,-0.37593,-0.04132,-0.63874,0.06219,-0.12703,8.25547,7.61844,0.63703
29.9996,-7.95954,-0.31873,-0.18819,-7.59920,-0.30718,-0.05526,-0.36034,-0.01155,-0.13293,7.96814,7.60561,0.36254
30.0996,-8.23005,-0.21019,-0.41156,-7.56028,-0.30204,-0.08129,-0.66977,0.09185,-0.33027,8.24301,7.56675,0.67627
30.1996,-8.34030,0.03245,-0.37001,-7.44525,-0.32592,-0.02116,-0.89505,0.35837,-0.34885,8.34856,7.45241,0.89615
30.2996,-8.06268,-0.02006,-0.17055,-7.52885,-0.23939,-0.00678,-0.53384,0.21933,-0.16377,8.06451,7.53266,0.53186
30.3996,-8.17470,-0.20640,-0.17835,-7.56154,-0.31546,0.00936,-0.61316,0.10906,-0.18771,8.17925,7.56813,0.61112
30.4996,-7.97307,-0.28937,-0.33553,-7.64455,-0.32131,-0.11764,-0.32852,0.03194,-0.21789,7.98537,7.65220,0.33317
30.5996,-8.00374,-0.17796,-0.23423,-7.71761,-0.23253,-0.10685,-0.28613,0.05457,-0.12738,8.00914,7.72185,0.28729
30.6996,-7.98076,0.04756,-0.24755,-7.55863,0.17032,-0.67937,-0.42213,-0.12276,0.43182,7.98474,7.59101,0.39373
30.7996,-8.34339,-0.19528,0.00786,-7.64105,-0.20661,-0.04561,-0.70234,0.01133,0.05348,8.34568,7.64398,0.70169
30.8996,-7.85159,0.01214,-0.28877,-7.68115,-0.16898,-0.25308,-0.17044,0.18112,-0.03568,7.85691,7.68718,0.16973
30.9996,-8.03368,0.15458,-0.06116,-7.68267,0.09564,-0.27466,-0.35101,0.05894,0.21350,8.03540,7.68817,0.34723
31.0996,-8.12129,0.25814,-0.19221,-7.63669,0.10716,-0.15621,-0.48460,0.15097,-0.03600,8.12767,7.63904,0.48863
31.1996,-7.92484,-0.01794,-0.09591,-7.62660,0.02293,-0.08224,-0.29825,-0.04087,-0.01366,7.92545,7.62708,0.29837
31.2996,-8.14248,0.13543,-0.39698,-7.52198,-0.14936,-0.07973,-0.62050,0.28478,-0.31724,8.15328,7.52388,0.62939
31.3996,-7.95007,0.18399,-0.28206,-7.62764,-0.08497,-0.09789,-0.32243,0.26896,-0.18416,7.95720,7.62874,0.32846
31.4996,-8.21460,0.27846,-0.43272,-7.78470,0.09506,-0.10126,-0.42990,0.18340,-0.33146,8.23070,7.78594,0.44476
31.5996,-7.86521,0.04302,-0.35908,-7.77099,0.15559,-0.05246,-0.09423,-0.11257,-0.30662,7.87352,7.77272,0.10080
31.6996,-8.09322,0.06580,-0.27014,-7.80656,0.53624,-0.70577,-0.28666,-0.47044,0.43562,8.09799,7.85672,0.24127
31.7996,-8.11328,0.10596,-0.28697,-7.71443,0.10928,0.00266,-0.39885,-0.00332,-0.28963,8.11904,7.71521,0.40384
31.8996,-8.02173,0.26232,-0.29990,-7.68289,0.23114,-0.09071,-0.33884,0.03118,-0.20919,8.03162,7.68690,0.34472
31.9996,-7.84551,0.25356,-0.08568,-7.68173,0.22079,-0.11379,-0.16378,0.03277,0.02811,7.85007,7.68575,0.16433
32.0996,-7.97699,0.04704,-0.14842,-7.67176,0.28334,-0.15162,-0.30524,-0.23630,0.00320,7.97851,7.67849,0.30003
32.1996,-8.11919,-0.02247,-0.25204,-7.72731,0.31010,-0.15054,-0.39188,-0.33256,-0.10150,8.12313,7.73499,0.38813
32.2996,-8.21842,0.06779,-0.11603,-7.69193,0.27049,-0.16832,-0.52650,-0.20271,0.05229,8.21952,7.69852,0.52100
32.3995,-8.29734,0.06603,-0.10131,-7.69241,0.22792,-0.14974,-0.60493,-0.16189,0.04842,8.29822,7.69724,0.60098
32.4995,-8.33140,-0.11428,-0.10060,-7.63014,0.21307,-0.09491,-0.70125,-0.32735,-0.00569,8.33279,7.63371,0.69908
32.5995,-8.92570,0.36947,-0.59558,-7.61364,0.29657,-0.10525,-1.31207,0.07290,-0.49033,8.95318,7.62014,1.33304
32.6995,-8.01332,0.00045,-0.27624,-8.21414,-0.49720,0.92680,0.20082,0.49766,-1.20304,8.01808,8.28120,-0.26312
32.7995,-8.52219,0.14272,-0.43508,-7.56345,0.36619,-0.02882,-0.95874,-0.22347,-0.40626,8.53449,7.57237,0.96212
32.8995,-7.69637,0.17561,0.13006,-7.61599,0.32507,0.01916,-0.08037,-0.14947,0.11090,7.69947,7.62295,0.07651
32.9995,-7.55138,0.41500,-0.08739,-7.64844,0.28634,-0.02041,0.09707,0.12866,-0.06698,7.56328,7.65383,-0.09055
33.0995,-7.59545,0.41058,-0.17067,-7.64502,0.19049,-0.07270,0.04956,0.22009,-0.09798,7.60846,7.64773,-0.03928
33.1995,-7.64094,0.37721,-0.17398,-7.66852,0.21193,-0.00903,0.02758,0.16527,-0.16495,7.65223,7.67145,-0.01923
33.2996,-7.49167,0.48478,-0.20628,-7.63258,0.17518,0.03097,0.14091,0.30960,-0.23725,7.51017,7.63465,-0.12448
33.3996,-7.41248,0.55613,-0.14277,-7.57709,0.24005,-0.02183,0.16461,0.31608,-0.12094,7.43468,7.58092,-0.14624
33.4996,-6.95576,0.46446,0.00629,-7.50514,0.28516,-0.05101,0.54938,0.17930,0.05729,6.97126,7.51073,-0.53947
33.5996,-7.25739,0.61434,-0.25267,-7.44311,0.30541,-0.07149,0.18572,0.30893,-0.18117,7.28773,7.44972,-0.16199
33.6996,-7.38306,0.57843,-0.23689,-7.86972,-0.31288,1.02357,0.48666,0.89131,-1.26046,7.40947,7.94217,-0.53270
33.7996,-7.34038,0.60924,-0.21951,-7.27877,0.45093,-0.01650,-0.06161,0.15830,-0.20301,7.36889,7.29274,0.07615
33.8996,-6.81055,0.79638,-0.09952,-7.23397,0.51797,-0.06717,0.42343,0.27841,-0.03236,6.85767,7.25281,-0.39513
33.9996,-6.84298,0.80374,-0.26417,-7.09473,0.51958,-0.05257,0.25175,0.28416,-0.21160,6.89508,7.11393,-0.21884
34.0996,-6.71770,0.71614,-0.32721,-7.01816,0.50934,-0.03605,0.30046,0.20680,-0.29116,6.76369,7.03671,-0.27302
34.1996,-6.63513,0.70441,-0.35908,-6.94108,0.60339,-0.01517,0.30595,0.10101,-0.34391,6.68207,6.96727,-0.28520
34.2996,-6.39805,0.65942,-0.11964,-6.80682,0.61198,-0.03478,0.40877,0.04743,-0.08486,6.43306,6.83436,-0.40131
34.3997,-6.30643,0.66501,-0.12337,-6.72009,0.63024,-0.02390,0.41366,0.03477,-0.09948,6.34260,6.74962,-0.40703
34.4997,-6.08043,0.54902,-0.18595,-6.62667,0.62118,0.02410,0.54624,-0.07215,-0.21005,6.10800,6.65577,-0.54777
